transaction_id,order_id,user_id,transaction_date,payment_method,amount,transaction_status,transaction_reference
48453,38453,10179,2025-10-26,UPI,3541.59,Failed,TXN00048453
48454,38454,10529,2026-02-03,UPI,16589.06,Success,TXN00048454
48455,38455,11411,2026-01-26,UPI,18516.87,Failed,TXN00048455
48456,38456,12600,2025-08-28,UPI,5384.3,Success,TXN00048456
48457,38457,10336,2025-05-22,UPI,123642.57,Success,TXN00048457
48458,38458,12636,2025-08-31,UPI,32760.65,Failed,TXN00048458
48459,38459,14854,2025-08-02,Credit Card,6699.87,Success,TXN00048459
48460,38460,11075,2025-08-12,Debit Card,83338.67,Failed,TXN00048460
48461,38461,14737,2026-04-17,UPI,286263.4,Success,TXN00048461
48462,38462,14817,2025-12-23,UPI,24448.39,Refunded,TXN00048462
48463,38463,10211,2025-07-09,Debit Card,49961.24,Success,TXN00048463
48464,38464,11668,2026-08-11,UPI,41092.22,Success,TXN00048464
48465,38465,11455,2026-01-30,UPI,29951.77,Success,TXN00048465
48466,38466,14145,2025-12-05,UPI,24398.51,Success,TXN00048466
48467,38467,10441,2025-01-29,Debit Card,3440.36,Success,TXN00048467
48468,38468,10551,2025-12-11,Net Banking,14042.12,Success,TXN00048468
48469,38469,10452,2025-08-22,Credit Card,12135.07,Failed,TXN00048469
48470,38470,13217,2025-05-23,Credit Card,38839.52,Success,TXN00048470
48471,38471,10655,2025-11-24,Credit Card,4802.46,Failed,TXN00048471
48472,38472,14343,2025-12-22,Credit Card,2407.23,Success,TXN00048472
48473,38473,10668,2025-08-23,Debit Card,3831.54,Success,TXN00048473
48474,38474,12438,2026-02-06,Credit Card,25527.48,Failed,TXN00048474
48475,38475,12001,2025-02-02,UPI,59875.92,Failed,TXN00048475
48476,38476,14377,2025-11-12,Wallet,11776.61,Failed,TXN00048476
48477,38477,13623,2026-05-09,UPI,99922.48,Failed,TXN00048477
48478,38478,14241,2025-12-04,UPI,2741.98,Failed,TXN00048478
48479,38479,12511,2025-01-19,UPI,100113.34,Success,TXN00048479
48480,38480,14917,2025-11-26,UPI,4954.69,Success,TXN00048480
48481,38481,11394,2026-02-10,UPI,34142.46,Success,TXN00048481
48482,38482,11556,2025-10-25,UPI,138451.38,Success,TXN00048482
48483,38483,13415,2025-03-01,Wallet,11638.5,Success,TXN00048483
48484,38484,13390,2026-04-13,UPI,3479.44,Refunded,TXN00048484
48485,38485,11895,2025-04-18,Wallet,4918.79,Success,TXN00048485
48486,38486,14364,2026-05-12,Debit Card,3546.17,Failed,TXN00048486
48487,38487,13027,2025-12-25,UPI,53657.74,Success,TXN00048487
48488,38488,10912,2025-12-15,UPI,164481.72,Success,TXN00048488
48489,38489,14098,2025-06-21,UPI,984.67,Success,TXN00048489
48490,38490,10972,2026-05-23,UPI,19130.06,Failed,TXN00048490
48491,38491,10117,2026-06-30,Debit Card,53623.86,Failed,TXN00048491
48492,38492,13848,2025-04-06,UPI,146938.53,Success,TXN00048492
48493,38493,10437,2025-02-26,Net Banking,6582.85,Success,TXN00048493
48494,38494,13288,2025-06-22,Credit Card,8532.45,Pending,TXN00048494
48495,38495,11585,2026-08-13,UPI,46762.4,Success,TXN00048495
48496,38496,14313,2025-01-13,UPI,7062.76,Success,TXN00048496
48497,38497,14667,2026-08-17,Credit Card,11524.39,Success,TXN00048497
48498,38498,11596,2026-01-12,Wallet,3258.21,Success,TXN00048498
48499,38499,12126,2025-04-21,Credit Card,22704.23,Refunded,TXN00048499
48500,38500,13191,2025-10-20,Credit Card,1846.7,Failed,TXN00048500
48501,38501,13940,2026-07-03,UPI,9926.64,Success,TXN00048501
48502,38502,11343,2025-09-21,Debit Card,5638.49,Success,TXN00048502
48503,38503,11663,2026-05-02,Credit Card,191065.18,Success,TXN00048503
48504,38504,13279,2026-01-28,Debit Card,160900.68,Success,TXN00048504
48505,38505,13744,2025-01-09,UPI,17755.99,Success,TXN00048505
48506,38506,12645,2025-04-17,UPI,19094.11,Success,TXN00048506
48507,38507,13076,2025-04-25,Net Banking,99333.11,Success,TXN00048507
48508,38508,10669,2025-10-11,Wallet,5896.92,Success,TXN00048508
48509,38509,12358,2025-05-30,Net Banking,26380.6,Failed,TXN00048509
48510,38510,11941,2026-06-11,Credit Card,82712.6,Failed,TXN00048510
48511,38511,13152,2026-05-24,UPI,7746.14,Success,TXN00048511
48512,38512,14140,2025-04-16,Net Banking,59412.42,Success,TXN00048512
48513,38513,10453,2025-04-23,Net Banking,37843.35,Success,TXN00048513
48514,38514,11008,2026-06-18,Wallet,134492.73,Refunded,TXN00048514
48515,38515,14826,2025-07-01,UPI,21982.2,Success,TXN00048515
48516,38516,11223,2025-05-28,Debit Card,16589.06,Success,TXN00048516
48517,38517,13280,2025-05-19,UPI,132296.92,Failed,TXN00048517
48518,38518,10194,2025-06-15,Net Banking,6096.29,Failed,TXN00048518
48519,38519,11036,2025-04-25,Debit Card,96181.54,Pending,TXN00048519
48520,38520,11150,2026-02-21,Debit Card,38523.96,Success,TXN00048520
48521,38521,10440,2025-01-01,Debit Card,118884.6,Failed,TXN00048521
48522,38522,10732,2026-01-02,Debit Card,60829.38,Success,TXN00048522
48523,38523,14398,2025-03-08,UPI,18817.09,Success,TXN00048523
48524,38524,13656,2025-08-30,Debit Card,168937.16,Success,TXN00048524
48525,38525,14217,2026-04-01,UPI,45827.98,Failed,TXN00048525
48526,38526,10786,2026-07-06,UPI,168671.96,Success,TXN00048526
48527,38527,12603,2026-08-26,UPI,67056.6,Success,TXN00048527
48528,38528,14304,2025-07-18,Net Banking,81138.84,Success,TXN00048528
48529,38529,14310,2025-12-06,Debit Card,12639.72,Success,TXN00048529
48530,38530,11359,2025-01-28,UPI,57010.97,Success,TXN00048530
48531,38531,12125,2025-02-27,UPI,41172.87,Success,TXN00048531
48532,38532,11174,2025-03-05,Credit Card,192294.71,Success,TXN00048532
48533,38533,12620,2025-02-08,Credit Card,129615.48,Refunded,TXN00048533
48534,38534,10213,2026-01-31,UPI,12144.42,Success,TXN00048534
48535,38535,14594,2026-02-20,Credit Card,18842.6,Refunded,TXN00048535
48536,38536,14801,2026-08-25,UPI,8122.06,Failed,TXN00048536
48537,38537,10029,2026-07-04,Net Banking,110189.16,Success,TXN00048537
48538,38538,12945,2026-07-24,Debit Card,2837.9,Success,TXN00048538
48539,38539,13964,2026-05-05,UPI,17734.22,Failed,TXN00048539
48540,38540,10789,2026-01-03,UPI,13842.3,Success,TXN00048540
48541,38541,12254,2025-09-12,UPI,14659.71,Success,TXN00048541
48542,38542,13740,2026-06-18,Net Banking,993.88,Success,TXN00048542
48543,38543,11003,2026-06-04,UPI,4150.68,Success,TXN00048543
48544,38544,12675,2025-06-25,Net Banking,104844.81,Failed,TXN00048544
48545,38545,11250,2025-09-17,UPI,17658.79,Failed,TXN00048545
48546,38546,11624,2026-05-11,UPI,127494.05,Success,TXN00048546
48547,38547,14407,2025-10-26,UPI,29519.1,Failed,TXN00048547
48548,38548,12639,2025-06-17,UPI,23484.85,Success,TXN00048548
48549,38549,13513,2025-08-13,Wallet,5541.63,Success,TXN00048549
48550,38550,12704,2026-06-17,UPI,9456.17,Success,TXN00048550
48551,38551,10085,2026-01-26,Net Banking,10129.71,Pending,TXN00048551
48552,38552,14867,2025-12-23,UPI,14358.14,Success,TXN00048552
48553,38553,14501,2026-06-25,UPI,18295.36,Success,TXN00048553
48554,38554,13115,2026-05-02,Credit Card,204337.32,Failed,TXN00048554
48555,38555,13673,2025-11-07,UPI,7620.36,Success,TXN00048555
48556,38556,14329,2025-05-21,Credit Card,13244.09,Success,TXN00048556
48557,38557,14604,2026-04-21,UPI,12639.72,Refunded,TXN00048557
48558,38558,11374,2026-06-14,Credit Card,73182.04,Success,TXN00048558
48559,38559,11464,2025-09-09,UPI,45403.68,Success,TXN00048559
48560,38560,11575,2025-09-09,Net Banking,70690.5,Success,TXN00048560
48561,38561,13034,2025-08-06,UPI,54610.59,Refunded,TXN00048561
48562,38562,14117,2025-03-31,Credit Card,77049.74,Success,TXN00048562
48563,38563,12093,2026-08-08,UPI,4516.61,Success,TXN00048563
48564,38564,12653,2025-04-06,UPI,73974.61,Success,TXN00048564
48565,38565,12091,2026-05-29,UPI,237241.25,Success,TXN00048565
48566,38566,13252,2026-03-25,Net Banking,9536.46,Pending,TXN00048566
48567,38567,10297,2025-02-10,Debit Card,1754.03,Success,TXN00048567
48568,38568,11131,2025-09-28,UPI,232008.21,Success,TXN00048568
48569,38569,12985,2026-04-18,UPI,10235.49,Success,TXN00048569
48570,38570,10717,2025-12-03,Net Banking,42453.45,Success,TXN00048570
48571,38571,13984,2026-08-07,UPI,64867.71,Refunded,TXN00048571
48572,38572,14732,2025-10-30,UPI,94257.86,Success,TXN00048572
48573,38573,13185,2026-08-07,Debit Card,7806.33,Success,TXN00048573
48574,38574,14143,2025-08-23,UPI,10371.95,Refunded,TXN00048574
48575,38575,11308,2025-11-13,Credit Card,106265.29,Success,TXN00048575
48576,38576,14427,2025-05-22,Debit Card,292784.54,Failed,TXN00048576
48577,38577,14332,2026-02-09,Net Banking,145206.75,Success,TXN00048577
48578,38578,10862,2026-01-16,Debit Card,8581.66,Success,TXN00048578
48579,38579,14812,2026-01-10,UPI,72613.83,Success,TXN00048579
48580,38580,12485,2025-09-22,Wallet,59162.64,Success,TXN00048580
48581,38581,11098,2025-09-29,Credit Card,137322.36,Success,TXN00048581
48582,38582,10571,2026-03-04,Net Banking,83210.22,Failed,TXN00048582
48583,38583,11315,2026-03-11,Net Banking,17732.56,Success,TXN00048583
48584,38584,10948,2026-03-20,Credit Card,44343.54,Success,TXN00048584
48585,38585,14154,2026-03-15,UPI,4668.24,Success,TXN00048585
48586,38586,14596,2025-03-27,UPI,3727.99,Success,TXN00048586
48587,38587,10731,2025-06-04,UPI,12421.26,Refunded,TXN00048587
48588,38588,12844,2025-02-14,UPI,26628.42,Pending,TXN00048588
48589,38589,14578,2025-12-08,Net Banking,6707.27,Success,TXN00048589
48590,38590,10326,2025-11-05,UPI,152019.27,Success,TXN00048590
48591,38591,14327,2026-01-21,Wallet,299071.52,Success,TXN00048591
48592,38592,13930,2026-08-03,UPI,51156.14,Success,TXN00048592
48593,38593,13236,2025-08-09,Credit Card,76416.71,Success,TXN00048593
48594,38594,11384,2026-04-20,UPI,89045.86,Success,TXN00048594
48595,38595,13282,2025-01-18,UPI,33931.44,Pending,TXN00048595
48596,38596,14074,2025-02-04,Credit Card,6356.48,Success,TXN00048596
48597,38597,10555,2025-04-05,Net Banking,10568.75,Failed,TXN00048597
48598,38598,12471,2026-02-21,Wallet,65013.05,Success,TXN00048598
48599,38599,13205,2025-02-10,UPI,107545.96,Success,TXN00048599
48600,38600,10203,2025-04-21,Credit Card,29226.5,Success,TXN00048600
48601,38601,14786,2025-06-20,UPI,260562.5,Refunded,TXN00048601
48602,38602,14880,2026-03-15,UPI,122193.44,Success,TXN00048602
48603,38603,11588,2026-04-27,Net Banking,101719.04,Refunded,TXN00048603
48604,38604,10453,2025-02-20,UPI,17658.79,Failed,TXN00048604
48605,38605,13075,2026-06-25,Wallet,14620.61,Success,TXN00048605
48606,38606,11113,2025-12-05,Debit Card,9623.22,Success,TXN00048606
48607,38607,11075,2025-10-10,Credit Card,336460.22,Success,TXN00048607
48608,38608,13525,2025-01-12,UPI,44927.66,Success,TXN00048608
48609,38609,14768,2025-03-17,UPI,8020.46,Success,TXN00048609
48610,38610,10480,2025-10-06,Credit Card,32574.74,Failed,TXN00048610
48611,38611,13205,2026-04-19,Net Banking,63738.64,Failed,TXN00048611
48612,38612,13319,2026-01-02,Credit Card,28360.4,Pending,TXN00048612
48613,38613,12934,2026-08-04,Net Banking,130416.9,Success,TXN00048613
48614,38614,13795,2025-11-10,UPI,40746.07,Failed,TXN00048614
48615,38615,12444,2026-03-09,Wallet,10459.78,Success,TXN00048615
48616,38616,14255,2025-03-20,Net Banking,26043.29,Refunded,TXN00048616
48617,38617,12513,2026-02-21,Debit Card,8541.37,Failed,TXN00048617
48618,38618,11174,2025-12-21,Net Banking,57252.41,Success,TXN00048618
48619,38619,13062,2026-03-10,Credit Card,6163.88,Success,TXN00048619
48620,38620,14655,2025-08-26,UPI,1813.48,Success,TXN00048620
48621,38621,11897,2025-10-18,Debit Card,48475.26,Success,TXN00048621
48622,38622,12295,2026-05-27,Debit Card,116732.58,Failed,TXN00048622
48623,38623,12747,2025-12-18,Debit Card,20080.62,Success,TXN00048623
48624,38624,11356,2026-03-24,UPI,7245.88,Success,TXN00048624
48625,38625,11195,2026-06-14,UPI,119544.56,Success,TXN00048625
48626,38626,11499,2025-05-30,Wallet,76496.43,Failed,TXN00048626
48627,38627,12890,2025-08-22,Debit Card,119111.57,Pending,TXN00048627
48628,38628,11029,2026-08-23,Credit Card,128326.63,Success,TXN00048628
48629,38629,10516,2025-06-22,Debit Card,6506.33,Success,TXN00048629
48630,38630,14583,2025-10-20,Net Banking,1562.96,Success,TXN00048630
48631,38631,10898,2025-08-26,Net Banking,119628.61,Success,TXN00048631
48632,38632,14408,2025-03-28,Net Banking,85749.78,Success,TXN00048632
48633,38633,11672,2025-02-14,Credit Card,19610.08,Success,TXN00048633
48634,38634,12772,2025-06-17,Net Banking,21958.86,Failed,TXN00048634
48635,38635,14859,2025-10-11,Debit Card,66742.65,Failed,TXN00048635
48636,38636,13043,2025-08-18,UPI,4313.74,Success,TXN00048636
48637,38637,10694,2025-10-07,UPI,71815.2,Success,TXN00048637
48638,38638,14846,2026-04-24,Debit Card,1562.96,Success,TXN00048638
48639,38639,10159,2025-12-23,Net Banking,221859.9,Failed,TXN00048639
48640,38640,13604,2025-12-15,Credit Card,49022.66,Success,TXN00048640
48641,38641,14489,2026-06-18,Debit Card,43648.6,Success,TXN00048641
48642,38642,10244,2025-08-18,Debit Card,6649.19,Success,TXN00048642
48643,38643,13746,2026-02-10,Credit Card,25401.95,Failed,TXN00048643
48644,38644,14840,2025-09-12,UPI,54365.76,Failed,TXN00048644
48645,38645,12950,2025-04-28,UPI,7123.86,Failed,TXN00048645
48646,38646,10291,2026-04-13,Wallet,50568.84,Success,TXN00048646
48647,38647,10131,2026-05-30,UPI,22697.97,Success,TXN00048647
48648,38648,11415,2025-03-07,UPI,95346.63,Success,TXN00048648
48649,38649,13406,2025-03-09,UPI,75157.7,Success,TXN00048649
48650,38650,14374,2025-04-12,Credit Card,9092.58,Success,TXN00048650
48651,38651,12190,2026-06-27,UPI,19013.42,Pending,TXN00048651
48652,38652,13929,2026-01-03,Net Banking,46694.75,Success,TXN00048652
48653,38653,13781,2025-08-01,UPI,99277.72,Refunded,TXN00048653
48654,38654,10393,2025-09-08,Net Banking,32944.08,Failed,TXN00048654
48655,38655,12557,2026-03-20,Net Banking,4092.15,Failed,TXN00048655
48656,38656,14073,2025-12-12,UPI,109198.75,Success,TXN00048656
48657,38657,13174,2025-06-29,Credit Card,263949.86,Failed,TXN00048657
48658,38658,12085,2026-04-06,UPI,8274.02,Success,TXN00048658
48659,38659,10597,2026-01-26,UPI,9646.44,Success,TXN00048659
48660,38660,12482,2025-08-12,Credit Card,50635.08,Success,TXN00048660
48661,38661,12544,2025-01-05,UPI,19429.63,Success,TXN00048661
48662,38662,11560,2026-06-30,Credit Card,30484.93,Success,TXN00048662
48663,38663,14988,2025-02-12,UPI,11160.68,Failed,TXN00048663
48664,38664,13054,2025-05-12,Credit Card,39390.16,Success,TXN00048664
48665,38665,13198,2025-10-29,UPI,17056.11,Success,TXN00048665
48666,38666,12353,2025-10-02,UPI,145249.52,Refunded,TXN00048666
48667,38667,14352,2026-01-07,UPI,36611.85,Success,TXN00048667
48668,38668,11416,2026-05-29,Debit Card,5262.1,Success,TXN00048668
48669,38669,14683,2025-03-18,UPI,27022.54,Success,TXN00048669
48670,38670,12670,2025-11-23,Credit Card,47642.39,Success,TXN00048670
48671,38671,11030,2026-04-04,UPI,20150.3,Success,TXN00048671
48672,38672,10849,2025-04-22,Credit Card,67218.96,Success,TXN00048672
48673,38673,12998,2025-06-12,UPI,5710.51,Success,TXN00048673
48674,38674,11331,2026-02-07,UPI,23912.58,Success,TXN00048674
48675,38675,11026,2025-09-29,Wallet,16630.37,Success,TXN00048675
48676,38676,13230,2025-01-02,UPI,3692.52,Success,TXN00048676
48677,38677,10818,2025-12-01,UPI,9909.37,Success,TXN00048677
48678,38678,11223,2025-11-03,Wallet,54875.25,Success,TXN00048678
48679,38679,11424,2025-08-22,Debit Card,47054.73,Success,TXN00048679
48680,38680,14179,2026-02-26,Credit Card,57939.77,Failed,TXN00048680
48681,38681,13023,2025-09-08,UPI,32091.1,Success,TXN00048681
48682,38682,13511,2025-12-19,Debit Card,8805.46,Success,TXN00048682
48683,38683,13534,2026-05-19,Debit Card,245853.49,Failed,TXN00048683
48684,38684,13117,2026-03-03,Net Banking,27448.58,Success,TXN00048684
48685,38685,14271,2026-07-01,Net Banking,2034.67,Success,TXN00048685
48686,38686,11569,2025-04-08,UPI,6563.78,Success,TXN00048686
48687,38687,14480,2026-05-28,UPI,4431.02,Success,TXN00048687
48688,38688,13938,2026-05-13,Credit Card,181696.35,Failed,TXN00048688
48689,38689,10408,2025-12-13,Credit Card,3432.36,Success,TXN00048689
48690,38690,11109,2025-11-22,Credit Card,53066.08,Success,TXN00048690
48691,38691,12904,2025-01-24,Wallet,12606.6,Success,TXN00048691
48692,38692,13685,2026-01-18,UPI,54171.23,Pending,TXN00048692
48693,38693,12512,2025-05-23,Net Banking,59781.45,Success,TXN00048693
48694,38694,14817,2025-10-16,Credit Card,350792.2,Success,TXN00048694
48695,38695,13346,2025-03-31,Credit Card,50056.67,Failed,TXN00048695
48696,38696,13258,2026-08-06,Wallet,4923.36,Failed,TXN00048696
48697,38697,11072,2025-01-04,UPI,57932.78,Failed,TXN00048697
48698,38698,14363,2025-12-14,UPI,216283.84,Success,TXN00048698
48699,38699,13218,2025-09-11,Net Banking,50414.31,Success,TXN00048699
48700,38700,11040,2026-05-10,Credit Card,4050.53,Success,TXN00048700
48701,38701,13369,2026-06-16,Credit Card,30456.04,Success,TXN00048701
48702,38702,12497,2026-04-11,UPI,29226.5,Failed,TXN00048702
48703,38703,13627,2026-02-13,Credit Card,49870.05,Success,TXN00048703
48704,38704,13499,2025-11-22,Credit Card,19188.67,Failed,TXN00048704
48705,38705,10347,2026-06-22,Debit Card,17070.06,Success,TXN00048705
48706,38706,13356,2026-02-16,UPI,52506.13,Success,TXN00048706
48707,38707,13635,2025-01-18,Net Banking,8689.98,Success,TXN00048707
48708,38708,10377,2026-04-02,Credit Card,98689.03,Success,TXN00048708
48709,38709,13452,2025-01-15,UPI,57511.14,Success,TXN00048709
48710,38710,12470,2026-01-26,Credit Card,3299.58,Success,TXN00048710
48711,38711,10932,2025-04-15,Credit Card,96804.5,Success,TXN00048711
48712,38712,11852,2026-05-29,UPI,43648.0,Success,TXN00048712
48713,38713,10764,2025-08-30,UPI,111834.46,Success,TXN00048713
48714,38714,14841,2026-04-08,Debit Card,46210.9,Success,TXN00048714
48715,38715,12267,2026-05-21,UPI,39848.84,Success,TXN00048715
48716,38716,14153,2025-05-17,Credit Card,227120.44,Success,TXN00048716
48717,38717,14783,2025-04-07,Net Banking,25547.52,Failed,TXN00048717
48718,38718,14210,2025-05-11,UPI,17782.74,Failed,TXN00048718
48719,38719,13318,2025-01-19,Net Banking,14910.0,Success,TXN00048719
48720,38720,12352,2026-01-12,Net Banking,27477.75,Success,TXN00048720
48721,38721,13046,2026-02-26,Debit Card,26643.38,Success,TXN00048721
48722,38722,13387,2025-07-08,Credit Card,62659.24,Success,TXN00048722
48723,38723,11100,2026-01-27,Credit Card,76754.68,Failed,TXN00048723
48724,38724,12351,2025-07-28,Debit Card,14578.83,Success,TXN00048724
48725,38725,12959,2025-02-25,Net Banking,3935.03,Success,TXN00048725
48726,38726,11648,2025-12-18,UPI,23731.59,Success,TXN00048726
48727,38727,12782,2026-08-03,Net Banking,60350.94,Success,TXN00048727
48728,38728,13656,2026-01-29,UPI,202564.86,Success,TXN00048728
48729,38729,11500,2026-04-09,UPI,6351.48,Success,TXN00048729
48730,38730,10002,2025-05-28,Debit Card,2554.34,Success,TXN00048730
48731,38731,12105,2025-07-29,Net Banking,51210.18,Success,TXN00048731
48732,38732,10458,2025-06-12,Net Banking,85749.78,Failed,TXN00048732
48733,38733,14787,2025-10-10,UPI,12260.93,Success,TXN00048733
48734,38734,10541,2025-06-01,Wallet,6303.3,Success,TXN00048734
48735,38735,13164,2026-04-28,Wallet,70613.1,Pending,TXN00048735
48736,38736,11821,2025-05-20,Debit Card,13198.08,Success,TXN00048736
48737,38737,12387,2025-06-24,UPI,139572.94,Success,TXN00048737
48738,38738,13443,2026-05-27,UPI,54670.66,Success,TXN00048738
48739,38739,12807,2025-02-15,Credit Card,3692.52,Success,TXN00048739
48740,38740,14352,2025-07-31,Credit Card,7746.17,Success,TXN00048740
48741,38741,13981,2025-05-06,Credit Card,3368.56,Success,TXN00048741
48742,38742,11083,2026-01-14,UPI,136211.04,Failed,TXN00048742
48743,38743,10376,2025-01-10,UPI,194142.04,Success,TXN00048743
48744,38744,11537,2025-05-07,Wallet,65174.38,Success,TXN00048744
48745,38745,10387,2025-06-21,UPI,27034.61,Failed,TXN00048745
48746,38746,10812,2025-06-16,UPI,72944.03,Success,TXN00048746
48747,38747,10183,2025-08-11,Wallet,3479.44,Success,TXN00048747
48748,38748,12364,2025-12-16,Debit Card,76314.95,Success,TXN00048748
48749,38749,11471,2025-06-02,Credit Card,11807.64,Success,TXN00048749
48750,38750,13743,2026-06-13,UPI,102932.18,Success,TXN00048750
48751,38751,11784,2025-04-29,Net Banking,19518.99,Success,TXN00048751
48752,38752,13300,2025-04-24,Debit Card,10173.34,Success,TXN00048752
48753,38753,12877,2025-08-13,UPI,14584.95,Success,TXN00048753
48754,38754,12860,2025-09-01,Net Banking,3081.94,Success,TXN00048754
48755,38755,11823,2025-09-16,UPI,23578.46,Success,TXN00048755
48756,38756,12993,2025-09-25,Net Banking,16308.48,Failed,TXN00048756
48757,38757,14398,2025-01-21,Net Banking,176821.73,Success,TXN00048757
48758,38758,14820,2026-05-08,Credit Card,40569.42,Success,TXN00048758
48759,38759,12699,2026-04-05,UPI,149535.76,Success,TXN00048759
48760,38760,11089,2025-07-24,Credit Card,21596.33,Success,TXN00048760
48761,38761,11493,2026-04-08,Credit Card,2182.67,Failed,TXN00048761
48762,38762,12420,2025-03-18,Net Banking,47979.55,Success,TXN00048762
48763,38763,11354,2025-10-18,UPI,62105.85,Failed,TXN00048763
48764,38764,12057,2025-03-19,Debit Card,30174.6,Failed,TXN00048764
48765,38765,11428,2026-06-30,Net Banking,56303.91,Success,TXN00048765
48766,38766,10643,2026-08-04,Credit Card,343999.04,Failed,TXN00048766
48767,38767,14924,2026-02-23,UPI,3368.86,Failed,TXN00048767
48768,38768,14961,2025-12-17,UPI,59370.32,Refunded,TXN00048768
48769,38769,10648,2025-08-29,UPI,68188.99,Failed,TXN00048769
48770,38770,10914,2026-05-22,Net Banking,433273.55,Success,TXN00048770
48771,38771,13870,2025-07-26,Debit Card,13298.39,Refunded,TXN00048771
48772,38772,14617,2026-08-25,Debit Card,25176.19,Refunded,TXN00048772
48773,38773,12326,2025-07-17,UPI,45738.4,Success,TXN00048773
48774,38774,10906,2025-04-17,Credit Card,155890.16,Success,TXN00048774
48775,38775,12550,2025-09-23,Net Banking,6461.16,Success,TXN00048775
48776,38776,10993,2025-11-06,UPI,101795.76,Refunded,TXN00048776
48777,38777,14592,2025-10-03,UPI,90540.37,Success,TXN00048777
48778,38778,13559,2026-06-07,Wallet,7485.68,Pending,TXN00048778
48779,38779,12371,2025-04-11,Credit Card,19856.96,Failed,TXN00048779
48780,38780,11233,2025-12-07,Debit Card,249273.82,Success,TXN00048780
48781,38781,11327,2025-10-17,UPI,270086.48,Success,TXN00048781
48782,38782,13364,2025-12-10,UPI,4078.84,Refunded,TXN00048782
48783,38783,14013,2025-10-31,UPI,4116.45,Failed,TXN00048783
48784,38784,13923,2025-06-01,UPI,19988.1,Success,TXN00048784
48785,38785,12721,2025-01-10,Debit Card,15017.46,Refunded,TXN00048785
48786,38786,12112,2025-12-02,UPI,1736.62,Refunded,TXN00048786
48787,38787,11791,2026-08-03,UPI,67057.4,Pending,TXN00048787
48788,38788,10410,2025-06-06,UPI,26713.07,Success,TXN00048788
48789,38789,11655,2026-07-08,Net Banking,82271.99,Success,TXN00048789
48790,38790,14188,2025-03-12,Credit Card,42381.1,Success,TXN00048790
48791,38791,13590,2026-08-22,UPI,35998.77,Success,TXN00048791
48792,38792,13979,2025-06-17,UPI,90075.15,Failed,TXN00048792
48793,38793,11070,2026-08-07,Credit Card,6595.15,Failed,TXN00048793
48794,38794,12673,2026-02-22,Net Banking,58638.85,Success,TXN00048794
48795,38795,14552,2025-06-11,UPI,56553.2,Failed,TXN00048795
48796,38796,10941,2026-01-17,UPI,78780.33,Pending,TXN00048796
48797,38797,12658,2026-01-18,Debit Card,82345.74,Success,TXN00048797
48798,38798,12004,2026-02-01,UPI,3692.52,Pending,TXN00048798
48799,38799,14973,2025-08-31,Debit Card,57968.76,Failed,TXN00048799
48800,38800,12755,2026-04-09,Debit Card,33136.52,Failed,TXN00048800
48801,38801,13484,2025-08-08,Net Banking,9749.06,Failed,TXN00048801
48802,38802,13486,2025-05-26,UPI,97269.07,Success,TXN00048802
48803,38803,10661,2025-11-18,UPI,50272.37,Success,TXN00048803
48804,38804,12944,2025-02-26,UPI,7016.13,Success,TXN00048804
48805,38805,10306,2026-04-26,Debit Card,25484.0,Success,TXN00048805
48806,38806,10857,2025-11-20,Wallet,22853.33,Pending,TXN00048806
48807,38807,12942,2026-05-23,Debit Card,26596.77,Failed,TXN00048807
48808,38808,10449,2025-02-11,Wallet,31399.66,Failed,TXN00048808
48809,38809,12923,2025-06-29,Debit Card,26548.94,Success,TXN00048809
48810,38810,14869,2025-04-23,Wallet,11434.6,Failed,TXN00048810
48811,38811,12851,2025-04-11,Debit Card,33251.66,Success,TXN00048811
48812,38812,12795,2025-12-18,UPI,6557.96,Failed,TXN00048812
48813,38813,11231,2025-12-24,Debit Card,2807.13,Success,TXN00048813
48814,38814,12776,2025-09-24,UPI,270354.8,Success,TXN00048814
48815,38815,10482,2026-05-09,UPI,23019.22,Failed,TXN00048815
48816,38816,13069,2025-06-07,UPI,16161.41,Failed,TXN00048816
48817,38817,13428,2025-03-13,Debit Card,23048.78,Success,TXN00048817
48818,38818,11161,2026-08-16,Net Banking,10953.6,Success,TXN00048818
48819,38819,11193,2025-03-26,Debit Card,247546.56,Success,TXN00048819
48820,38820,14326,2025-08-03,Net Banking,68694.36,Success,TXN00048820
48821,38821,11518,2025-06-02,UPI,15038.22,Failed,TXN00048821
48822,38822,12025,2026-06-03,Net Banking,31134.53,Success,TXN00048822
48823,38823,10489,2025-03-19,UPI,84293.68,Success,TXN00048823
48824,38824,11709,2025-08-04,Debit Card,104957.4,Success,TXN00048824
48825,38825,11300,2025-08-04,Credit Card,24492.96,Success,TXN00048825
48826,38826,14093,2026-07-08,UPI,13046.13,Success,TXN00048826
48827,38827,13724,2025-04-22,Debit Card,8363.15,Success,TXN00048827
48828,38828,14988,2026-07-08,UPI,57216.96,Success,TXN00048828
48829,38829,12720,2025-10-24,Wallet,49239.52,Success,TXN00048829
48830,38830,11086,2026-07-07,Credit Card,53453.83,Success,TXN00048830
48831,38831,13205,2025-02-16,Credit Card,6817.39,Failed,TXN00048831
48832,38832,12168,2025-04-02,Credit Card,86694.95,Success,TXN00048832
48833,38833,12860,2025-01-14,Net Banking,88151.33,Success,TXN00048833
48834,38834,11181,2026-03-17,UPI,115322.7,Success,TXN00048834
